recipe_id,food_id,요리,레시피 고유 번호,레시피 제목,요리명,요리 소개,스크랩수,재료,요리인분,요리 난이도,요리 시간,img
735,160,오리탕,6880637,한방 오리탕 끓이는법~~,오리탕,한방오리탕 나가서 드시려면 비싼금액이 들어가는데 오리 1마리 사다가 집에서 한방재료를 넣고 2시간 정도 고아내시고 오리죽까지 끓이면 정말 그야말로 보양식이 따로 없답니다.,57,[재료] 오리 1마리| 삼계탕용팩 1팩| 각종 1방재료,4인분,중급,2시간이상,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/735/735_recipe_img.jpg
736,161,추어탕,5317112,가을보양식 추어탕 ,추어탕,더위가 가신 후 지친 기력을 보하는 가을 보양식으로 최고인 추어탕을 간단하면서 담백한 맛으로 끓인 레시피입니다.,467,[재료] 자연산논미꾸라지 1kg| 가을 풋배추 1~2단| 대파 3대| 마늘 5쪽| 풋고추 2개| 청양고추 2개| 홍고추 1개 [국양념] 된장 2큰술| 국간장 2큰술| 제피가루 적당량 [배추양념] 다진파 1큰술| 된장 1큰술| 간장 3큰술,6인분이상,고급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/736/736_recipe_img.jpg
737,161,추어탕,6880858,꽁치추어탕~~ 꽁치캔으로 간단하고 쉽게 끓이는 보양식 추어탕....,꽁치추어탕,꽁치캔을 이용해서 추어탕을 끓여 보았답니다 겨울철에는 뭐니뭐니해도 영양소가 풍부한 시래기를 넣어서 꽁치통조림을 함께 넣어 푹 끓여낸 추어탕이라 비린맛도 전혀 느껴지지 않으면서 가시도 전혀 씹히지 않는답니다~,389,[재료] 삶은 시래기 300g | 꽁치통조림 1캔| 대파 1/4대 | 홍고추 1개| 청고추 1개,6인분이상,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/737/737_recipe_img.jpg
738,161,추어탕,6870249,백주부의 고등어캔 추어탕,고등어추어탕,백주부의 레시피를 좋아하는 1인입니다. 이번에는 고등어캔으로 간편하게 만들어먹는 추어탕에 도전했습니다.,333,[재료] 고등어캔 1개| 얼갈이 배추 1/2단| 대파 5개| 물 5컵 [양념] 식용유 2스푼| 참기름 2스푼| 다진파 1컵| 고추가루 2스푼| 고추장 1스푼| 된장 1스푼| 간마늘 1스푼| 국간장 5스푼| 액젓 2스푼| 후추가루 약간| 들깨가루 약간,4인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/738/738_recipe_img.jpg
739,161,추어탕,6287535, 추어탕,추어탕,오늘은 피로회복에 좋은 음식 추어탕을 소개합니다. 어릴적 추억을 더듬어 소개해 드리는 추어탕 만들기!! 정말 된장찌개 만큼이나 많이 먹었던 게 추어탕이였던 저의 어린 시절은 아버지 덕분이였답니다. 피로회복에 좋은 음식... 보양식!!... 그 구수한 맛 속으로 고고고~~~!!!,284,[재료] 미꾸라지| 얼갈이시레기| 무청| 부추| 대파| 쌀뜨물 [양념] 굵은 소금| 된장 | 다진마늘| 참기름| 산초,2인분,고급,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/739/739_recipe_img.jpg
740,161,추어탕,3193130,고등어추어탕 끓이기,고등어추어탕,미꾸라지를 이용하지 않은 고등어 추어탕~,254,[재료] 얼갈이 1/2단(434그람)| 고등어 1마리(583그람) [양념] 물 9컵| 시판된장 2큰술| 소금 약간| 제피 1스푼| 고춧가루 1.5스푼(12그람)| 다진마늘 약 2스푼(33그람)| 국간장 2스푼| 진간장 1스푼,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/740/740_recipe_img.jpg
741,162,해물탕,6763734,해물탕 황금레시피,해물탕,해물자체에서도 단맛이 나기때문에 야채나 양념에서 단맛은 최소한으로하고~ 시원함과 얼큰함에 포인트를 준 해물탕 황금레시피 입니다.,2517,[해물] 꽃게(암게) 3마리| 바지락 15알| 홍합 10알| 왕새우 5마리| 오징어 1마리| 오만둥이(미더덕) 10알 | 무 1/5쪽| 새송이버섯(큰것) 1/2쪽| 애호박 1/4쪽| 대파 1뿌리| 청양 고추 3개| 쑥갓 조금| 콩나물 150g| 된장 1/2큰술 [육수] 무 1/5쪽| 다시마 4조각| 멸치큰거 15마리| 건표고버섯 2개| 건새우 10마리 [양념장] 마늘 2큰술| 액젓 2큰술| 고춧가루 5큰술| 정종(or소주) 2큰술,4인분,중급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/741/741_recipe_img.jpg
742,162,해물탕,6871457,【쉽게끓이는 바지락해물탕】,바지락해물탕,특별한 양념 없이도 재료 본연의 맛으로 완전 쉽게 집에서도 해물탕을 끓이실수 있어요~손님 오셨을때도 굿 메뉴~!! 골라먹는 재미와 맛까지 있는 해물탕을 만들어 보아요~ :-),773,[재료] 바지락 50마리| 새우 7마리| 오징어 1마리| 쭈꾸미 3마리| 콩나물 1줌| 쪽파 10줄기| 땡초 3개| 다진마늘 1T| 맛술 3T,4인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/742/742_recipe_img.jpg
743,162,해물탕,6869763,손님초대음식~얼큰해물탕,해물탕,해물만 있으면 후딱 시원하고 맛난 해물탕을 만들수 있답니다,447,[재료] 문어(낙지) 1마리| 꽃게 2마리| 대하 5마리| 전복 3마리| 양파 1/2개| 대파 1뿌리| 다진마늘 1큰술| 청양고추 3개| 애호박 1/2개| 무 약간 [양념] 멸치육수 2컵| 생수 3컵| 고추가루 2큰술,5인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/743/743_recipe_img.jpg
744,162,해물탕,6846640,해물탕 끓이기 ,해물탕,얼큰하고 시원하니 참 좋은 해물탕이랍니다.,442,각종해물| 꽃게| 새우| 조개| 쌀뜨물 6종이컵| 동태| 미더덕| 미나리| 대파| 무| 청양고추| 붉은고추| 팽이버섯| 청주 2 양념 - 고춧가루 2| 국간장 2| 고추장 1/2스푼| 된장 1| 다진마늘 1| 다진생강 조금| 후춧가루 약간,4인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/744/744_recipe_img.jpg
745,162,해물탕,6919765,♥[신혼밥상] 국물이 끝~내줘요 해물탕,해물탕,아침 저녁으로 쌀쌀할 때 뜨끈한 국물 생각 나시죠? 속까지 따뜻하고 원기회복 메뉴  국물이 정말 끝~내주는 해물탕 강추!,266,[재료] 새우 7~10마리| 낙지 1마리| 백합조개 1국그릇| 무 3cm| 대파 1뿌리| 양파 1개| 미나리 1줌| 콩나물 1줌| 팽이버섯 1봉| 된장 1/2스푼| 미림 2튼술| 다진마늘 1스푼| 고춧가루 3튼술| 가쓰오육수 1000ml [선택재료] 골뱅이 3~5개| 애호박 1/3개| 느타리버섯 1줌,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/745/745_recipe_img.jpg
746,163,닭개장,6876692,닭요리-얼큰하고 담백한 닭개장 만드는 법,닭개장,안녕하세요 마트에서 삼계탕보다는 조금 크고 일반 닭보다는 작은 것을 깜짝 세일하기에 얼른 가져다 닭개장을 만들어 먹었답니다 오랜만에 만들어 먹었는데 닭만 딸랑 사와 부재료들을 집에 있는 야채로만 넣어 만들어 끓여 먹었네요 ㅋ,6727,[재료] 닭(중간) 1마리| 대파 2개| 숙주 1줌(180g)| 팽이버섯(느타리버섯) 1봉 [양념] 마늘 1수저| 고춧가루 3수저| 국간장 2수저| 소금 약간| 후추 약간| 기름 1수저 [닭 육수(삶기)] 물 15컵| 대파 1개| 통마늘 3개| 생강 1쪽| 통후추 5개| 월계수잎 3장,4인분,중급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/746/746_recipe_img.jpg
747,163,닭개장,6865595,얼큰한 닭개장 만드는 법 : 겨울 보양식으로 최고야 ~ ,닭개장,오늘은 얼큰하면서도 진한 국물맛이 예술인 백종원 닭개장을 만들어 봤어요.  재료도 간단하고 만드는 방법도 쉬워 요리 초보도 금세 따라 할 수 있는 백종원표 닭개장 만드는 법!  지금 시작해요 ♪,4669,[닭 삶기] 백숙용 영계 닭 1마리| 마늘 5쪽| 엄지손가락만한 생강 1톨| 양파 1개| 대파 1 뿌리| 물 3L [재료] 느타리버섯 1팩| 양파 1개| 부추 1줌| 대파 2 뿌리| 숙주 1봉지 [양념] 식용유 2큰술| 참기름 2큰슬| 국간장 1/4컵| 고춧가루 5큰술| 다진 마늘 2큰술| 소금 적당량,4인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/747/747_recipe_img.jpg
748,163,닭개장,6885269,백종원 닭개장 얼큰하니 진짜진짜 밥도둑일세 !!,닭개장,얼큰한 국물 땡길땐 닭개장 :),3408,[재료] 물 3리터| 닭 1마리| 대파 6~7대| 양파 1+1/2개| 숙주 1+1/2줌| 부추 1줌| 느타리버섯 1줌 [양념] 식용유 2큰술| 참기름 2큰술| 고춧가루 5큰술| 다진마늘 2큰술| 국간장 1/4컵| 생강가루 약간| 소금 1큰술| 후추 약간,6인분이상,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/748/748_recipe_img.jpg
749,163,닭개장,6837831,닭개장 끓이기 어렵지않아요~/얼큰한 국물요리,닭개장,?오늘 ?국거리는 뭘 끓일까 고민고민하지마!!!!  ?  ?얼큰한 국물요리 닭개장 끓이기 어렵지 않아요~~  ?  ?생각보다 아주 간단한 재료에 쉬운 요리니 걱정말고 끓여보세요.   ,2792,[재료] 닭 1마리| 고사리 200g| 숙주나물 1봉지| 대파 3뿌리| 양파 1개| 홍고추 3개| 물 머그컵 10컵 [양념] 다진마늘 2아빠숟가락| 고추기름 8아빠숟가락| 고춧가루 4아빠숟가락| 국간장 8아빠숟가락| 천일염 약간| 후추 약간,6인분이상,아무나,90분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/749/749_recipe_img.jpg
750,163,닭개장,6842513,백종원 레시피로 초간단 닭개장 만들기,닭개장,닭가슴살로 만드는 초간단 닭개장 만들기에요.,1467,[재료] 닭가슴살 2덩어리| 대파 2~3대| 고사리 1팩| 숙주나물 1/2봉| 양파 1/2개| 표고버섯 2~3개 [양념] 식용유 2큰술| 참기름 4큰술| 고추가루 4큰술| 다진마늘 1큰술| 국간장 4큰술| 소금 약간,2인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/750/750_recipe_img.jpg
751,164,육개장,6871892,백종원 육개장  육개장 만드는거 어렵지않네 ~,육개장,정통 육개장 끓이는 방식은 아니지만 끓이는 방법도 간단하고 정통 육개장만큼 맛있답니다 :) http://blog.naver.com/qw3859,11316,[재료] 소고기| 고사리| 대파| 숙주| 표고버섯 [양념] 식용유 2큰술| 참기름 4큰술| 고춧가루 3큰술| 다진마늘 1큰술| 국간장 2큰술| 소금 약간,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/751/751_recipe_img.jpg
752,164,육개장,6841208,백선생20분육개장,육개장,날짜 챙겨서 보는 백주부의 요리들...이번에 제가 좋아하는 육개장이라 유심히 봐 두었다가 만들어 봤어요.,6870,[재료] 소고기 1/2근| 숙주 1/2봉지| 대파 3~4대| 표고 3개| 고사리 1줌| 토란대 1줌 [양념] 마늘 1큰술| 국간장 2큰술| 소금 1큰술| 후추 약간| 참기름 3큰술| 식용유 1큰술| 고춧가루 3큰술,6인분이상,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/752/752_recipe_img.jpg
753,164,육개장,5228848,고사리 육개장,육개장,전에는 매번 육개장 끓이려면 고기 먼저 삶아 육수내고 찢고 번거로웠는데 이번에는 간단하게 만들어내면서도 진한 국물맛을 느낄 수 있었던지라 좀 더 가볍게 무리없이 맛있는 육개장을 만들었답니다.,5616,[재료] 유기농 한우국거리 250g| 고사리 150g| 무 (3cm) 1토막| 대파 2대| 물 6컵| 계란 1개| 참기름 1큰술 [양념] 다진마늘 1큰술| 참기름 1큰술| 국간장 3큰술| 소금 약간| 후춧가루 약간| 고춧가루 3큰술| 새우젓 1큰술,4인분,중급,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/753/753_recipe_img.jpg
754,164,육개장,4380935,버섯육개장 ,버섯육개장,소고기를 삶아 잘게 찢고 갖은 야채를 넣어 매콤하게 끓인 육개장~ 오늘은 버섯까지 넣고 매콤하고 얼큰하게 끓여봤네요... 간단하게 끓인 버섯육개장이지만  맛은 정말 훌륭합니다.,4228,[재료] 소고기 국거리 300g| 느타리버섯 적당량| 애호박 1/2개| 양파 1/2개| 청고추| 홍고추| 대파 [양념] 고춧가루 1큰술| 다진마늘 1큰술| 생강즙 1큰술| 생수 2컵| 소금 1작은술| 참기름,3인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/754/754_recipe_img.jpg
755,164,육개장,6839858,육개장 만들기,육개장,추울땐 뜨끈하게 얼큰하게 ~!!! 얼큰한 육계장 만들기,3004,[재료] 사태 500g| 양지 500g| 양파 1/2개| 삶은고사리(말린것 60g) 600g| 대파 300g| 양파 1/2개| 숙주 1봉지 [양념] 고춧가루 6Ts| 고추장 1Ts| 소금 1Ts| 마늘 3Ts| 국간장 3Ts,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/755/755_recipe_img.jpg
756,165,뼈해장국,1697618,홈메이드 뜨끈한 뼈해장국,뼈해장국,뜨끈한 뚝배기 뼈다귀해장국 만들어 봤어요. 무작정 핏물부터 빼면서 인터넷 찾아봤는데 만드는법도 가지각색  그냥 제 마음대로 만들어봤답니다.,1280,[재료] 국내산 냉장 돼지등뼈 1.5kg| 우거지 200g| 대파 2뿌리| 양파 1개 [우림물 재료] 된장 1.5큰술| 청주 2큰술| 후추 약간  [우거지양념] 고추가루 2.5큰술| 된장 1큰술| 청주 1큰술| 소금 1큰술| 국간장 1.5큰술| 설탕 0.5큰술| 마늘 2큰술| 생강가루 약간 | 후추 약간  [찍어먹는 소스] 연겨자 2큰술| 꿀 또는 물엿 1큰술| 설탕 1큰술| 간장 1.5큰술| 물 1큰술,6인분이상,초급,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/756/756_recipe_img.jpg
757,165,뼈해장국,6863554,뼈해장국-집에서 푸짐하게 만들어 먹기(만원의 행복),뼈해장국,안녕하세요 날씨가 많이 춥지 않아서 요즘 걷기 운동하기 너무 좋습니다 운동을 마치고 집으로 돌아오는 길에는 마트에 잠시 들려 장을 보는데 돼지등뼈 할인행사를 하더라고요 5근에 만원 너무 착한 가격이라 잽싸게 가져왔답니다 ㅋ,492,[재료] 돼지등뼈 5근(3kg)| 우거지 1kg| 대파 3개| 물 6리터 [양념] 마늘 3수저| 된장 4수저| 고춧가루 5수저| 들깨가루 7수저| 후추 약간| 새웃젓 2수저| 소금 약간 [우거지양념] 마늘 1/3수저| 된장 1/2수저| 참기름 1/3수저| 국간장 1/3수저 [등뼈 초벌삶기] 월계수잎 5-~6장,6인분이상,초급,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/757/757_recipe_img.jpg
758,165,뼈해장국,6882103,시래기 뼈해장국 든든한 음식~,시래기뼈해장국,해장국으로 이만한 음식이 또 없을 거예요. 김장할 때 말려서 데친 시래기로  푸짐하게 끓여낸 시래기 뼈해장국. 해장국이지만 술안주로도 환영받는 음식이라지요. 보양식으로도 아주 좋아요.,131,[재료] 돼지등뼈 2.2kg| 시래기 700g| 무 양파정도크기| 양파 1/2개| 대파 2대| 청양고추 7개| 마늘 3큰술| 생강 1쪽| 된장 3큰술| 월계수잎 5장| 맛술 3큰술| 생들깨가루 8큰술| 물 3L [양념] 고춧가루 7큰술| 소금 1큰술| 국간장 2큰술| 까나리액젓 1큰술| 마늘 2큰술| 생강 1작은술| 물 100ml,6인분이상,초급,2시간이상,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/758/758_recipe_img.jpg
759,165,뼈해장국,6907594,소뼈 해장국 만들기 - 저렴한 소 목뼈로 간단하게,소뼈해장국,저렴하게 구입할 수 있는 소목뼈로  밥솥을 이용해서 간단하게 만드는  소뼈 해장국 레시피 가져왔습니다 :D,67,[주재료( 2~3인분 기준)] 소 목뼈 1kg| 얼갈이배추| 대파 1줌 [잡내 제거] 대파 1대| 양파 1/2개| 통마늘 7~10개| 통후추 0.5밥숟가락(선택)| 소주 1/2종이컵 [선택 재료 ] 청양고추 2개| 감자 등등 [필요 양념] 다진 마늘 1밥숟가락| 된장 3밥숟가락| 고추장 1.5밥숟가락| 후춧가루 약간,3인분,초급,2시간이상,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/759/759_recipe_img.jpg
760,165,뼈해장국,6927058,<기력회복> 푸짐한 등뼈해장국!,등뼈해장국,집에서 세끼를 다해결해야할때 푸짐하면서도 몸에도 좋은 돼지등뼈로 해장국을 끓여보세요,56,[재료] 돼지등뼈 4kg| 대파 큰것 2개| 말린대파뿌리 3개| 양파 1개| 말린사과 1줌| 편생강 1줌| 통후추 1큰술| 맛술 (생강술or소주) 1컵| 배추우거지 500g| 깻잎 15장 [양념] 된장 2큰술| 고추가루 5~6큰술| 다진마늘 2큰술| 들깨가루 5큰술| 소금 조금,6인분이상,아무나,2시간이상,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/760/760_recipe_img.jpg
761,166,미역오이냉국,6872335,오이냉국 만드는 법  미역넣어 황금레시피로 시원하게 즐겨요.,미역오이냉국,여름엔 이열치열로 보글보글 뜨거운 국도 좋지만 속까지 시원해지는 오이냉국도 최고랍니다. 미역 넣어 시원하게 즐겨봐요.,3547,[재료] 오이 1개| 미역 1컵| 홍고추 1개| 양파 1/4개| 통깨 1T| 얼음 6개 [냉국 육수] 물 600ml| 소금 1/2T| 설탕 4T| 식초 6T| 국간장 1T| 다진마늘 1/2T,4인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/761/761_recipe_img.jpg
762,166,미역오이냉국,6829416,생생정보 오이미역냉국 황금레시피 ,미역오이냉국,오이미역냉국 국물내는게 어려울줄 알았는데 황금레시피만 알아두면 쉽게 맛낼수 있더라구요. 간편하게 맛나게 만들어 시원한 여름 보내세요.,3138,[재료] 오이 1개| 마른 미역 한줌 20g| 물 600ml| 통깨 조금| 얼음 약간 [양념] 소금 1T| 설탕 4T| 식초 6T,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/762/762_recipe_img.jpg
763,166,미역오이냉국,6832829,시원한 오이 미역냉국 :: 황금비율만 알면 문제없어요,미역오이냉국,더운날엔 뜨끈한 국물대신 시원한 오이냉국이 딱이죠!,1871,[재료] 오이 1개| 불린 미역 1줌| 양파 약간| 당근 약간| 통깨 약간 [양념] 소금 1 큰술| 설탕 4 큰술| 식초 6 큰술| 생수 650ml,4인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/763/763_recipe_img.jpg
764,166,미역오이냉국,6874264,집밥 백선생 : 백종원 미역오이냉국.,미역오이냉국,여름에 국대신에 제일 많이 해먹는게 #오이냉국 인거 같아요. 간단하면서도 시원하고 맛도 좋고~~ #집밥백선생 님의 #미역오이냉국 이 있길래...따라해봤어요~~역시 식당에서 먹던 그맛!!,1451,[재료] 마른미역 3g| 오이 1개| 양파 1/2개| 빨간파프리카 1/5개 [냉국양념] 생수 5컵| 식초 6큰술| 설탕 4큰술| 소금 1큰술| 다진마늘 1큰술| 양조간장 1/3큰술| 액젓 1작은술| 통깨 듬뿍,4인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/764/764_recipe_img.jpg
765,166,미역오이냉국,6868407,초간단~ 미역오이냉국,미역오이냉국,피를 맑게 해 주는 미역! 뜨끈한 미역국도 맛나지만 오늘은 션~~하게 즐기는 미역오이냉국을 만들어 봅니다.  포만감이 있어 다이어트하는 저에겐  밥 대신 한끼 식사대용으로도  좋은것 같아요^^,1131,[재료] 마른미역 원하는만큼| 오이 미역양의반| 적양파(또는 양파) 오이양의반| 매운고추 약간| 통깨 약간 [냉국물 재료] 생수 600ml| 소금 1큰술| 설탕 4큰술| 식초 6큰술,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/765/765_recipe_img.jpg
766,167,고등어찌개,6868072,김치 고등어 (통조림) 찌개 저녁반찬,김치고등어찌개,고등어 통조림 김치 찌개~ 비리지 않고 맛있게 끓일 수 있어요~,374,[고등어 찌개 재료] 배추김치 1/4포기| 고등어 통조림 1개| 김치국물 1/2컵| 양파 1/2개| 대파 1/2대| 다진마늘 1큰술| 청양고추 2개| 멸치육수 2컵 [양념 재료] 설탕 1/2큰술| 청주 2큰술| 매운 고춧가루 1/2큰술,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/766/766_recipe_img.jpg
767,168,꽁치찌개,6875346,캔 꽁치 무찌개~*,꽁치찌개,은근 밥도?~~^^,2485,[재료] 꽁치캔 1캔| 양파 1/2개| 대파 1대| 무 150g [양념] 간장 5큰술| 고춧가루 2큰술| 다진마늘 1큰술| 올리고당 1큰술| 후추 톡톡| 맛술 2큰술,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/767/767_recipe_img.jpg
768,168,꽁치찌개,1556665,들깨와 김치국물로 맛을 낸 꽁치찌개,꽁치찌개,고소한 꽁치가 들어간 얼큰한 김치찌개입니다.,211,[재료] 꽁치 통조림 2/3통| 김치 적당량| 양파 1/2쪽| 청고추 1개| 홍고추 1개| 깻잎 5장| 마늘| 올리브오일| 멸치| 다시마 [양념] 들깨가루 1큰술| 고추장 1작은술| 소금,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/768/768_recipe_img.jpg
769,168,꽁치찌개,6912361,꽁치찌개 만드는법!!! 밥과 술이 술술 들어가는 밥도둑 음식 먹어봅시다~!!,꽁치찌개,안녕하세요 키뮤입니다.  오늘의 요리는 밥과 술이 술술 들어가는 밥도둑 음식  꽁치통조림으로 만드는 꽁치찌개 입니다~~!!  저만 잘 따라오세요~!! 더욱 맛있는 맛을 선보이겠습니다!! ,203,[주재료] 꽁치통조림 1개| 양파 1/2개| 청양고추 2개| 대파 1/2개 [양념] 국간장 2스푼| 설탕 1/2스푼| 고춧가루 2스푼| 다진마늘 작은 1스푼,1인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/769/769_recipe_img.jpg
770,168,꽁치찌개,6841812,[열무김치 꽁치찌개] 시원하고 얼큰한 꽁치찌개 만들기!! -양싸,열무김치꽁치찌개,얼큰하고 시원한 열무김치 꽁치찌개 만들기! 통조림으로 만들어 더욱 간편해요!,188,[재료] 꽁치 통조림 1캔| 열무김치 1줌| 대파 1대| 청양고추 2개| 홍고추 1개| 들기름 1큰술 [양념] 열무김치국물 200ml| 고추장 1/2큰술| 다진마늘 1ts| 고추가루 1/2큰술| 물 1/2컵| 후춧가루 약간,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/770/770_recipe_img.jpg
771,168,꽁치찌개,6894532,토마토꽁치찌개 ! 이런 만남 처음이야☆ ,토마토꽁치찌개,깔끔한 꽁치찌개를 원한다면 토마토를 넣어보세요! 훨씬 깔끔하고 계속 땡기는 꽁치찌개가 완성될꺼에요♥  세상의 모든 레시피 만개의레시피 ,109,[필수재료] 꽁치통조림 1개| 감자 1개| 토마토 2개| 양배추 약간| 대파 20cm| 쌀뜨물 600ml| 다시마(5cmX5cm) 2개 [양념재료] 고추장 1숟가락| 다진마늘 1/4숟가락 [선택재료] 고춧가루 1숟가락| 청양고추 1개,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/771/771_recipe_img.jpg
772,169,동태찌개,6863517,동태찌개! (국물요리),동태찌개,지난주  잠시 학교에 들러 상담을 하고 오는 길에 『엄마  아침에 끓이셨던 동태찌개 아직 남아있을까요?』 하는 큰 녀석의 문자에 마트에 들러 동태 한 마리를 사 왔었어요. 녀석  그날 아침에 먹는 동태찌개가 제법 맛있었나 보더라고요.,7532,[재료] 동태 1한 마리| 무 1+1/2줌| 두부 1/2모| 대파 1/4대| 청양고추 1개| 다시마 육수 4컵 [양념] 고추장 1큰술| 고춧가루 1+1/2큰술| 국간장 1큰술| 청주 1큰술| 다진마늘 1큰술| 다진생강 1작은술| 후춧가루 1/4작은술,2인분,아무나,90분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/772/772_recipe_img.jpg
773,169,동태찌개,4486124,칼칼하고 시원한 동태찌개 끓이는 방법,동태찌개,칼칼하고 시원한 동태찌개 끓이는 법 알려드릴게요.,3938,[재료] 동태 1마리| 호박| 두부| 대파| 홍고추| 청고추| 버섯| 미나리| 쑥갓 [양념] 고춧가루 3큰술| 국간장 1큰술| 맛술 1큰술| 소금 약간| 후춧가루 약간| 다진마늘 1작은술| 생강소스 1큰술| 된장 2/3큰술| 고추장 1과1/3큰술,2인분,중급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/773/773_recipe_img.jpg
774,169,동태찌개,6856288,시원한 국물이 딱 좋은 동태찌개,동태찌개,요즘 바람도 시원하게 불고 어제는 비도 많이 내렸는데요  이런날씨에 딱 좋은 동태찌개를 만들어봤어요. 동태는 가격도 저렴하고 만들기도 어렵지 않아 가을 겨울에 우리집 단골반찬^^,2753,[재료] 동태 1마리| 무 1/3개| 양파 1/2개| 대파 2줄정도(취향껏) [양념] 고추장 1스푼| 된장 1스푼| 다진마늘 1스푼| 고추가루 2스푼| 소금 | 멸치육수,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/774/774_recipe_img.jpg
775,169,동태찌개,4804653,동태찌개 ,동태찌개,정말 오랜만에 만들어서 먹은 동태찌개.........보글보글 뚝배기에 얼큰하게 끓인 동태찌개 이거 하나만 있어도 밥한공기는 뚝딱 비워지더라구요.... 입맛 없을때 얼큰하게 끓여서 먹어도 좋을듯 싶어요. 얼큰한 동태찌개 간단하게 만들어볼께요.   ,2267,[재료] 동태 500g| 무 조금| 양파 1/2개| 대파 약간| 쑥갓 약간 [양념] 고추장 2TS| 고추가루 1.5TS| 설탕 0.5TS| 마늘 0.7TS| 청주 2TS| 간장 1TS| 멸치다시마육수,2인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/775/775_recipe_img.jpg
