recipe_id,step,recipe
706,7,도가니랑 양지머리는 먹기좋게 잘라주거나 찢어 놓고요.. 보관은 냉장보관. 먹을때마다 꺼내서 사골 도가니탕과 함께 끓여 드시면 되요. 너무 오래 끓이면 도가니도 쫀득한 맛을 느끼기 어렵고 흐물흐물 거려서~ 약 1시간 반에서 2시간정도면.. 부드럽게 잘 익더라구요. ^^
706,8,"그리고 기존 사골에 물 가득 부어.. 다시 2시간 끓여 준 뒤, 첫물을 다시 부어 합쳐준 뒤.. 또 다시 2시간 정도 센불에 팔팔 끓이고,"
706,9,"베란다에 두어 차게 식힌 뒤 그 다음날.. 위에 뜬 기름은 모두 걷어내줍니다. 그럼 한층 더 깔끔하고 담백한 사골 국물을 드실 수 있겠지요~  이렇게~ 2시간씩... 끓이고 식히고를 반복하여.. 약 2번정도 더 푹 고아주시면 뽀얀 사골국이 완성.. ^^ 물양은 따로 없구요. 모든 재료들이 가득 잠기고.. 그 위로 가득 담아주고 센불에~! 팔팔~ 2시간 끓이는게 중요해요. 거의 모든 재료들의 2배 가량의 물을 넣어주시면 됩니다. 계속 2시간씩 끓일때마다 물을 보충해서 끓이면 되요~ 너무 오래 끓여대도.. 뽀얀 국물은 나오겠지만, 영양가는 떨어지므로.. 어느정도 총 최소 6~8시간정도 끓여준 사골은 모두 버려주세여~ ^^"
706,10,"그리고 국수사리와 함께... 소금, 후춧가루 간을 해서~ 먹지용.. ^^ 다진 대파 송송 얹어 주고요~~"
707,1,"도가니와 사태를 흐르는 물에  깨끗이 씻은 후에  찬물에 담구어(3시간~ 반나절)  핏물을 뺀 후 건져 놓습니다. (중간중간 물을 바꿔주세요) 큰 냄비에 도가니와 사태를 넣고 넉넉히 잠길만큼의  물을 붓고 화라락~ 끓어오르면  3분간 끓이다가 불을 끈 후, 도가니와 고기는 체에 받아내고  끓인 물은 버립니다. 체에 있는 도가니는 흐르는 물로  다시 한 번 헹구어 주어요."
707,2,"깨끗이 헹구어 낸  도가니와 사태를 다시 냄비에 넣고  물을 넉넉히 부은후, 양파, 파, 쪽마늘을  넣고 함께 끓여요."
707,3,"계속 거품과 기름을 걷어내면서  끓이고 양파와 마늘, 파등은 흐물거리면  걷어냅니다. 고기도 한 두 시간정도 있다가  부드럽게 익으면 먼저 건져내세요. (수육으로 낼 겁니다)"
707,4,이후 도가니는 계속 끓여요. 저는 다섯시간을 끓인 것 같은데요.  고기 걷을 때 함께 도가니탕도 드셔도 됩니다. 좀 더 끓이면 더 진한 국물맛을 볼 수가 있어요. 이제 완성! 이예요!
707,5,"먼저 수육을 담아봅니다. 도가니와 사태를 썰어 큰 그릇에 보기좋게 담아요. 부추도 함께 내어주면 먹을때에도 더욱 보양식에 힘을 받고, 보기에도 그럴 듯 합니다."
707,6,아주 달고 맛있어요. 국물을 잘 안먹는 아이들은  아마 수육으로  배를 채울거예요^^
707,7,양념간장을 만들어 콕콕 찍어 먹으면  아주 감칠맛이 끝내주죠.
707,8,자! 드뎌 도가니탕도 나왔어요. 밥 훌훌 말아 뜨끈~하게 한 그릇 말아드시고 후끈! 건강하세요~
708,1,한우도가니!!!
708,2,도가니를 꺼내어서는 들통에 넣어 주시고요.
708,3,거기에 양지도 함께 넣고 물을 잠길정도로 넣어 주고는 핏물을 빼 줍니다. 두세번 물을 갈아주면서 핏물을 빼주세요.
708,4,이제 본격적으로 육수를 만들어 봐야겠지요. 핏물이 제거되었다면요. 핏물제거시간은 3~4시간 소요되었습니다.
708,5,"잡내를 잡아 주기 위해서 통마늘과 무, 대파, 월계수잎, 통후추를 넣어 주었습니다."
708,6,그리고 물을 충분히 붓고는 끓여 줍니다. 팔팔 아주 팔팔 끓어오를때까지 끓여 주세요. 그리고는 중불로 옮겨서는 은근하게 끓여주셔야 진한 국물이 우러나올 수 있습니다.
708,7,먼저 양지부터 익었는지 확인해 보세요. 도가니는 조금더 익혀야 합니다. 양지가 다 익었다면 꺼내어 주세요.
708,8,익은 양지를 꺼내어서 식혀 줍니다.
708,9,그리고 잠시 더 끓인 후에 도가니를 꺼내어 줍니다. 도가니는 더 끓여 줄 예정이므로 잠시 대기 상태!!
708,10,바로 국물을 맑게 만들기 위해서이지요. 끓여낸 진한 도가니와 양지육수를 잠시 식혀 줍니다.
708,11,식히는 사이에 양지수육을 먹기 좋게 썰어 놓아 줍니다.
708,12,육수가 식으면서 기름기가 떠오르고 있어요. 체를 이용해서 한번 걸러 주세요. 그럼 좀더 맑은 육수를 만들 수 있습니다.
708,13,중간에 꺼내놓은 도가니를 먹기 좋게 썰어 준비합니다.
708,14,확실히 좀더 맑아진 육수가 되었지요. 다시 육수를 끓여 줍니다.
708,15,"그리고 무와 함께 도가니, 그리고 썰어 놓았던 양지를 넣고는 다시 한번 끓여 줍니다. 좀더 진한 육수를 위해서요."
708,16,도가니만 넣는 것보다는 양지까지 넣어서 더욱 진한 육수를 끓이실 수 있어요. 삼대천왕에서도 그렇게 나오더라구요.
708,17,양지는 다 넣지 않았죠. 수육으로 먹을 만큼은 남겨 놓았거든요. 접시에 담아서는 수육으로 먹을 예정이지요.
708,18,무도 충분하게 투명해지고 도가니도 충분히 익었다면 두번째로 국물을 더 맑게 해주어야겠지요.
708,19,도가니를 찍어 먹을 양념장을 준비합니다. 간장에 육수 조금 넣고는 청양고추 1개 썰어서 넣고 파 다진것 조금 넣고요. 매콤한 맛을 원하시면 고춧가루 1꼬집 넣어 주시고요. 그리고 식초 1방울 넣어 줍니다. 그럼 찍어 먹는 소스 완성이지요.
708,20,도가니가 제대로 익었는지 확인하려면 스르륵 연골이 빠져나오면 제대로 익은 것이 됩니다.
708,21,일단 건더기를 건져내어 주세요.
708,22,체반에 면포를 깔아 주고는 국물을 다시한번 부어서 걸러내어 줍니다.
708,23,면포와 체로 걸러낸 육수는 다시 냄비에 붓고는 건더기들을 다시 넣어 주고 끓여 줍니다. 이제 다 완성되어 갑니다.
708,24,고명으로 올려지는 쪽파다진 것과 청양고추 썬 것을 준비합니다. 취향에 따라 넣으시면 되지요.
708,25,국물 기름이 없이 진짜 맑은 국물이 되었지요. 마치 나주곰탕스러운 비주얼이 되었어요.
708,26,맑은 국으로 나왔어요. 간은 소금으로 해주시면 됩니다. 아니면 소금을 종지그릇에 담아 놓고는 취향에 따라 넣어서 드시면 되겠죠.
708,27,푸짐하게 완성그릇에 담아 내어 줍니다.
708,28,푸짐하게 담겨진 도가니탕에 파 듬뿍 넣어 주시고 취향에 따라 청양고추 듬뿍 넣어 주시면 완성입니다. 매콤한 국물맛과 더불어서 담백한 맛이 최고지요.
709,1,도가니는 찬물에 5시간 정도 담가 핏물을 빼 주세요.
709,2,"도가니가 잠길만큼의 물을 붓고 10분 정도 팔팔 끓인 후, 물을 따라내고 도가니는 찬물에 깨끗이 씻어 주세요. 냄비도 같이 씻어 주시구요~"
709,3,"초벌 : 냄비에 도가니를 넣고 물 5리터 넣어 센불에서 끓이고, 끓어 오르면 약불로 줄여 2시간 끓인 후 도가니를 건져 도가니와 뼈를 분리해 주세요. 분리한 뼈는 다시 냄비에 넣고 1시간 이상 은근히 끓여 주시구요~ 건져낸 도가니에 붙은 기름을 떼어 내고 적당한 크기로 잘라 두세요. 중간 중간 위에 뜨는 기름은 제거해 주시구요."
709,4,"두벌 : 초벌 국은 시원한 곳에 두고 뼈만 건져 냄비에 넣고 찬물을 부어 팔팔 끓으면 약불로 줄여 은근히 5시간 정도 끓이세요. 이때 뼈 양이 많다면 초벌과 같은 양의 물을 넣으셔도 되지만, 저처럼 뼈 양이 적다면 반정도의 물만 사용하시면 됩니다."
709,5,두벌 끓여낸 다음 뼈는 건져내고 초벌국과 두벌국을 합쳐 팔팔 끓으면 약불로 줄여 3시간 정도 더 끓여 주세요.
709,6,"국물에 건져 놓은 도가니를 넣고 한번 끓인 후 송송 썬 대파를 얹어 내고, 소금, 후추, 와사비 초간장과 함께 내시면 됩니다."
710,1,도가니는 차가운 물에 2시간 정도 핏물을 빼주세요. 핏물이 빠진 도가니에 도가니가 잠길 정도로 물을 붓고 센 불에서 한 번 끓여 이물질 등을 제거해 주세요.
710,2,"한 번 끓인 도가니는 깨끗하게 헹군 다음 도가니 3배 분량의 물을 붓고 3시간 가량 끓여 주세요. 강불에서 30분 끓인 후 약불로 줄여 끓이시면 되어요(중간 중간 거품, 지방, 이물질 걷어 주세요). 잘 익은 도가니는 먹기 좋게 잘라 주세요."
710,3,"먹기 좋게 자른 도가니에 뜨거운 국물 붓고 대파, 소금, 후추 넣어 먹음 뜨끈뜨끈 든든하니 정말 좋답니다."
711,1,찹쌀은 집에 한컵정도 밖에 안남았길래 이거라도 넣어줬어요 찹쌀은 1시간이상 불려서 준비해줍니다
711,2,삼계탕용 약재는 마트에서 파는걸로 편하게 준비했구요 이안에 황기랑 그외 등등등.. 대추도 들어있어요ㅎㅎ 냄비에 물을 넣고 약재를 다 넣고 30분정도 끓여줍니다
711,3,보통 닭이랑 약재랑 한번에 다같이 끓여주시던데 저는 저희엄마가 하시는 방식으로 할거에요~ 약재로 육수를 먼저 끓여준후 닭을 넣어야 더 맛있다고 하더라구요
711,4,육수가 만들어질동안 저는 닭손질을 해야겠지요~ 닭 두마리를 봉지에서 꺼내줬는데 매끈한게 참 요염한 자태를 뽐내고 있네요 하다보면 괜찮지만 처음엔 꺼내고 이걸 어쩌지 멍~ 했다는ㅎㅎ
711,5,먼저 닭의 기름이 가장 많다는 꼬리부분을 잘라주셔야 해요 자르고 그주변으로 보이는 기름들 다 제거해주세요
711,6,날개부분도 끝부분은 잘라주세요 닭손질 겨우겨우 끝! 구석구석 기름있는거 다 제거하고 안에 내장이나 더러운것들 다 파내고 흐르는 물에 씻어주고~ 한 30분정도? 소요된것 같아요
711,7,다 손질된 닭은 보기좋으라고 다리를 꼬아줬어요 보통 닭안에 대추 찹쌀 등등 다 넣으시는데 저는 안넣고 그냥 끓일거에요! 개인취향대로 안에 내용물 넣으시고 꼬으셔도 되요^^
711,8,30분정도 후 육수가 진~하게 잘 우러났어요 이제 닭2마리 퐁당 해주시고 찹쌀도 그냥 넣어주세요
711,9,원래는 통마늘을 넣어야되는데 저는 통마늘의 필요성을 못느껴 마늘은 다 갈아버리거든요 ㅜㅜ 어쩔수없이 다진마늘을 1스푼 넣어줬어요 근데 저는 오히려 통마늘은 익어도 잘 못먹겠는데 다진마늘은 은은하게 마늘향도 나고 좋더라구요 앞으로도 저는 삼계탕할때 그냥 다진마늘 넣으려구요^^
711,10,푹 30~40분정도 끓여줍니다 닭은 너무 오래끓이면 질겨지니 적당히 끓여주세요!!
711,11,"마지막에 간은 소금으로 해주시고, 대파 송송 썰어서 넣어서 한번더 끓여주세요"
711,12,짠! 여름보양식 삼계탕이 완성됫어요
712,1,먼저 닭을 깨끗이 씻은 후 꽁지부분을 제거해주세요.30분정도 미리 불려놓은 쌀을 닭안에 채워 줍니다.찹쌀로 하시면 더 맛있어요
712,2,다리를 겹치게 꼬아준 후 이쑤시개로 고정시켜 주세요.한쪽 닭다리에 칼집을 내어 다른쪽을 꼬아 넣어주셔도 됩니다.
712,3,"압력밥솥에 물 2000ml정도와 한방팩, 대추, 마늘, 닭을 넣어줍니다.뚜껑을 잘 닫은 뒤 센불에서 끓여 주시다가 추가 움직이기 시작하면 중불로 낮춰 10분간 삶아주고 바로 김을 빼줍니다."
712,4,"준비해두었던 전복과 후추, 소금을 약간 넣고 같은방법으로 10분 더 끓여줍니다.다 끓여지면 대파를 넣어 주시고 소금으로 간을 맞춰 드심 되는데요.이제 닭육수가 준비됬으니 백주부님 양념장을 만들어 봅시다."
712,5,닭육수1/4컵+고춧가루1/4컵+겨자조금+간장2T+식초2T+설탕1/3T+다진마늘1T+대파 약간을 잘 섞어주셔요T:성인 숟가락 기준/컵:종이컵 기준
712,6,삼계탕과 양념장 완성입니다^0^
712,7,압력밥솥에 삶아서 닭이 정말 푹 삶아지고 살이 완전 야들야들해요.
712,8,오늘의 핵심포인트인 백주부님 양념장에 콕 찍어 냠~!와! 소스가정말 대박인것 같은데요?매콤새콤하면서 닭고기랑 너무 잘 어울리고 삼계탕 맛을 확 살려주더라구요.저는 항상 기름장에만 찍어먹었는데 진짜 이 소스가 더 맛있네요.
713,1,깊은 냄비에 물 5리터와 위의 재료를 넣고 1시간 끓여 줍니다. 망을 활용 하셔도 좋아요.
713,2,찹쌀은 1시간 정도 불려 주었어요.
713,3,"닭은 속을 깨끗히 씻어서 차가운 물에 30분 이상 담궈두어 준비 하세요. 닭은 꽁지를 잘라 내고 대추, 찹쌀, 마늘. 순서대로 속을 채워 넣으시고요~"
713,4,다리에 칼집을 내어 꼬아 주세요.(뱃속을 너무 심하게 가득 채우실 필요는 없답니다!!)
713,5,"황기, 당귀등 미리 끓여 두었던 물에 손질한 닭, 양파1조각, 대추 서너개를 넣고 1시간 ~ 1시간 30분 정도 푹 삶아 주세요. 중간에 뜨는 거품은 제거 해주시면 됩니다."
714,1,"삼계탕용 닭을 준비하시는데요. 마트에 가시면 삼계탕용이라고 봉지에 씌여져 있는 걸 구입하시면 됩니다. 닭은 크기에 따라 5호부터 16호까지 있는데요. 삼계탕은 5-6호, 치킨용은 7-9호, 닭볶음탕에는 그 이상의 호수를 사용하시면 됩니다."
714,2,"찹쌀은 깨끗이 씻은 다음 물을 충분히 부어서 1시간 정도 불린 후 체에 받쳐서 물기를 제거합니다. 통마늘은 뿌리 부분을 잘라주시구요. 생강은 항상 마늘 양의 반입니다. 대추는 2-3분만 물에 담가서 주름 사이에 있는 흙이나 이물질들을 제거합니다. 양파는 반 개를 준비하시구요. 대파는 흰대만 2대 준비합니다. 수삼은 2뿌리를 사용하는데, 뇌두 부분(앞부분)은 독성이 있으므로 꼭 제거합니다."
714,3,"삼계탕 재료인 한방재료는 요렇게 봉지형태로 시중에서 많이 판매되고 있습니다. 황기, 대추, 천궁, 산뽕나무, 오가피 등이 들어 있는데요. 요 한방 재료가 들어가야 제대로 된 삼계탕 맛이 난답니다. 삼계탕 외에도 닭이나 오리, 또는 돼지 고기 삶을 때 넣어 주시면 고기 맛이 더욱 좋아진답니다."
714,4,먼저 닭손질부터 알려드리겠습니다. 꽁지에 기름이 많으므로 가위로 잘라주시구요. 안쪽 기름기가 많은 부위를 가위로 제거합니다. 내장은 제거된 것이므로 따로 손질할 필요는 없구요.
714,5,손질한 닭을 거꾸로 들고( 처음 사진 모양 ) 수도꼭지를 틀어놓고 물로 깨끗이 세척해줍니다. 그래야 핏물이 잘 빠져서 잡내가 안난답니다. 밥숟가락으로 불린 찹쌀을 수북히 5큰술을 넣어줍니다. 찹쌀이 익으면서 부풀기 때문에 찹쌀 양을 가득 넣으면 안 됩니다. 그리고 통마늘 3알과 대추 2알을 넣어줍니다. 밤을 넣어주셔도 됩니다.
714,6,다리 양 끝에 칼집을 내면 다리를 꼬아줄 수 있습니다. 자신이 없는 분들은 두 다리를 모아서 굵은 실로 묶어주세요.
714,7,목 부분에도 구멍이 있어서 찹쌀이 빠질 수 있으므로 목살을 모아서 이쑤시개로 꿰매듯 끼워줍니다.
714,8,한방 재료는 흐르는 물에 씻어줍니다.
714,9,"은행은 고명으로 올려줄 것인데, 은행을 찬물에 넣고 끓이다가 물이 끓기 시작하면 국자로 문질러 주면 껍질이 쉽게 벗겨집니다."
714,10,"냄비에 물 1.5 리터를 넣고 한방 재료 1봉지와 양파 반 개, 대파 흰대 2대, 대추 2알, 통마늘 3알, 생강 1톨을 넣어서 끓기 시작하면 불을 줄여서 30분간 육수를 우려냅니다. 한방 재료 때문에 한약 냄새가 폴폴 납니다. 청주 1큰술을 넣어주고 통마늘과 대추를 제외한 모든 건더기를 건집니다. 수삼 2뿌리를 넣고 찹쌀을 넣은 닭을 넣어줍니다. 1시간 정도 은근하게 끓여줍니다."
714,11,닭을 한번씩 뒤집으며 끓여주면 속속들이 잘 익지요.
715,1,**토종닭 대신 영계 2마리로 대체 가능해요. **찹쌀은 깨끗이 씻어 1시간 가량 불려 사용하세요.
715,2,닭을 먹기 좋게 손질한 뒤 찬물에 씻어 핏물과 불순물을 제거해주세요. (닭 손질법) 꽁지와 날개 끝부분은 가위를 이용해 잘라내고 껍질을 벗겨내주세요.
715,3,(닭 손질법) 꽁지와 날개 끝부분은 가위를 이용해 잘라내고 껍질을 벗겨내주세요.삼계탕용 닭 손질하는 방법 특히나 닭의 꽁지는 기름기가 많아 잘라내고 조리해야 깔끔하고 담백한 국물을 낼 수 있어요.
715,4,닭 한마리 껍질이 이렇게 많네요. 영계로 삼계탕을 만들 땐 껍질 그대로 끓여내도 괜찮더만 토종닭은 국물이 텁텁해지더라고요. 깔끔한 국물 맛을 위해 닭 껍질을 벗겨냈어요.
715,5,"손질한 토종닭 배에 찹쌀, 인삼, 마늘을 넣어주세요. 다리를 X자로 교차한 뒤 굵은 실로 단단히 고정시켜주세요.실이 없다면 닭다리 한쪽 가랑이에 세로로 칼집을 넣어주세요. 칼집 사이로 반대편 다리를 엇갈리게 찔러넣어 X자로 교차시켜주는 방법도 있습니다."
715,6,"밥솥에 물 1.2L, 닭 1마리, 전복 3미, 약재를 넣어주세요. 압력밥솥 찜기능을 이용해 40분 이상 충분히 익혀주세요.베리츄는 전복을 미리 손질한 뒤 냉동시켰다가 하나씩 꺼내 요리를 하고 있어요. 생 전복을 사용한다면 껍질을 솔로 깨끗이 닦아내며 씻어준 뒤 이빨을 제거하고 넣어주셔요."
715,7,"베리츄는 밥솥에 스마트영양찜 기능이 탑재되어있어 간편하게 이용했는데요, 없다면 일반 밥통에 있는 찜모드로 40분~1시간 가량 익혀주세요."
715,8,(전복삼계탕 만드는 동안) 낙지를 손질해주세요.<낙지 손질법> 1. 낙지 머리에 칼집을 내어 뒤집은 뒤 내장을 뺀다. 2. 머리와 다리를 연결하는 부분에 돌출되어있는 눈 2개를 제거한다. 3. 다리를 뒤집어 안쪽에 있는 입을 제거한다. 4. 밀가루 4큰술을 넣고 바락바락 주물러 씻어준다.
715,9,"전복삼계탕이 완성되면 냄비로 옮겨준 뒤, 약재를 건져내주세요."
715,10,중불로 끓여주면서 닭이 충분하게 익을 때까지 끓여주세요.삼계탕을 냄비에 끓일 때 중간중간 거품을 걷어내주면 육수의 맛이 깔끔해져요. Q. 닭이 익었는지 확인하는 방법? A. 젓가락을 이용해 살코기 부분을 찔러보세요. 막힘없이 푹 들어가면 다 익은 거예요.
715,11,완성된 전복삼계탕에 낙지를 넣고 3분간 끓여주세요.낙지를 오래 익히면 질겨지니 마지막 단계에 넣고 3분 정도 익혀주는 것이 좋아요:)
715,12,"소금, 후춧가루로 간을 해주세요."
716,1,우선 요즘 들어 부쩍 뼛국을 찾는 딸아이를 위해 인터넷에서 사골과 잡뼈 우족을 각각 1K씩 사서 뼈들을 이등분으로 나눴어요^^ 그리고 어던 분들은 생강을 한 주먹씩 넣는다는 분도 계시는데 그럼 저는 이 뼈 국물에서 생강 향이나 맛이 좀  강하게 나고 순수한 뼈 국물 특유에 꼬소한 맛이 덜한 것 같아 생강은 조금만 준비했어요^^
716,2,그리고 흔히들 설렁탕 고기로는 양지를 많이들 쓰는데 저는 삼각살을 준이했네요^^ 그럼 잠시 삼각살에 대해 알아보고 넘어갈게요^^ 삼각살 하면 조금 생소 하실 텐데요^^.... 삼각살은 설도에 붙어있는 삼각형 모양에 살 이예요^^ 정형을 해보면 삼각형 모양이라고 해서 삼각살입니다... 삼각살은 설깃살과 보섭살 사이에 있는 삼각형 모양에 대퇴근막긴장근을 분리하여 정형한 것인데요^^ 설도에 소분한 모든 부위가 그렇듯이 삼각살도 육색은 짙고 근섬유가 굵지 않아 결도 그칠지 않아 조직감이  부드러운 부위랍니다^^ 또한 육즙도 풍부하고 마블링도 균일하여 향미가 아주 뛰어나요^^ 그래서 구이용이나 산적 불고기 또는 육회나 육포로 많이 이용되는 부위랍니다^^ 그래서 저는 양지보다는 아주 많이 싼 삼각살을 준비했어요^^
716,3,우족과 잡뼈 사골에 핏물을 뺄 건데요^^ 핏물은 2~3시간 정도만 빼줍니다 그 이상 핏물을 빼시면 그건 핏물을 빼는 게 아니라 핏물에 뼈들을 재워두는 게 되어 오히려 비릿한 잡내에 원인이 되기도 해요^^  그리고 40~1시간 간격으로 물을 갈아줍니다^^.....  그래야 핏물이 아주 깨끗하게 재거가 된답니다^^
716,4,저는 핏물을 2시간 정도 뺐어요^^
716,5,그리고 물을 자작하게 붓고 뼈를 한번 끓여내어
716,6,이물은 버리고 뼈고 깨끗이 헹구어줘요^^..이걸 두 번 반복해주세요^^ 아깝다 생각 마시고 깔끔하고 잡내 없는 뼈 국물을 위해 이렇게 두 번 반복해주세요^^
716,7,뼈에 높이보다 2~3배에 물을 붓고 생각을 함께 넣어^^....
716,8,뚜껑을 삐끔히 하고 끌이시는데요 이 때 끓기 시작하면 중불로 낮춰 은근히 끓여주세요^^ 그리고 끓이는 도중 절대로 물을 추가하지 마세요^^... 끓는 도중 물을 추가하게 되면 특우에 냄새가 날 수도 있어요^^.....하지만 꼭 넣으셔야 한다면 끓는 물을 넣어주시고 되도록이면 물추가는 안 하는 게 좋아요^^
716,9,그리고 떠오르는 기름 거품을 수시고 겉어내주세요^^ 이 기름 거품을 겉어내주시면 훨씬 더 깔끔하고 담백한 국물이 돼요^^ 물로 기름을 따라 잡내도 제거하는 방법이 되기도 하구요^^
716,10,중불에서 5시간 동안 끓여낸 첫물이에요^^
716,11,오~ 첫물인데도 색이 아주 진하네요^^
716,12,첫 번째와 같은 방법으로 두 번째 물도 기름ㅇ르 수시로 겉어내면서 5시간 정도 끓였어요^^..물론 중불이구요^^
716,13,이렇게 첫 번째 물과 두 분째 물을 석어주시고요^^
716,14,그리고 두 번째 물을 끓이고 나면 요 잡뼈는 빼내주세요^^ 돼지든 소든 이 뼈 국물을 우려낼 때는 진한 감칠맛 때문에 잡뼈을 넣는데요^^......요 잡뼈는 뼈가 얇아서 두 번 정도 우려내고 나면 영양가 있는 성분들이 다 빠져나와 더 우릴 영양가가 더 이상 없게 된데요^^..... 그래서 빼내줍니다^^ 고생했다 잡뼈야~
716,15,세 번째도 처음과 두 번째 물과 같은 방법으로 중불에서 5시간 정도 우려냈요^^
716,16,그리고 첫 번째와 두 번째 물을 세번째 물과 석어 다시 한번 팔팔 끓여줍니다
716,17,원래는 고기를 뼈 국물 우려낼 때같이 넣고 삶아내는데요^^ 저는 그럼 고기에 육즙이나 단맛이 다 빠져나가 고기가 푸석해지는 것 같아 이렇게 따로 삶았어요^^ 고기도 물론 핏물을 한 시간 정도 빼주었고요^^... 사진처럼 대파를 조금 넣고 고기를 삶았네요^^
716,18,어느 정도 삶다가 고기를 칼로 찔러봤을 때 핏물이 나오지 않으면 다 익은 거라는 건 다들 아시기요^^
716,19,하루 전날 끓여 냉장고에 넣어두었던 뼈 국물이네요^^ 끓이는 동안 열씨미 기름을 걷어내서 그런가 기름이 별로 생기지 않았어요^^ 이렇게 굳은 기름도 체로 걷어내주세요^^ 국물이 아주 잘 됐어요^^..... 걸쭉하네요^^ 이제 고기도 삶아졌겠다
716,20,소면을 삶을 거예요^^.... 설렁탕은 또 요 소면을 넣어 함께 먹는 게 일품이잖아요^^
716,21,요로케 샛팅을 하고 이제 국물만 부으면 끝이에요^^
716,22,오~~~~~아주 뽀얗고 맑은 설렁탕이 완성이 되었네요^^
716,23,얼마 전에 담근 설렁탕 깍두기가 기가 막히게 맛이 들었어요^^ http://www.10000recipe.com/recipe/6857007 오늘 끓인 설렁탕이랑 아주 환상에 짝꿍이지요^^
716,24,깍두기 국물이 또한 아주 기가 막히네요^^... 요렇게 깍두기 국물을 넣어
716,25,김치를 척척 올려 먹으니 어느새 저는 설렁탕 한 사발을 뚝딱했다지요^^
717,1,우족은 찬물에 담가 반나절 이상 (12시간 정도) 핏물을 빼 주셔야 합니다. 핏물은 누린내의 원인이 되니 잘 빼 주세요. 중간중간에 물을 한 번씩 갈아 주면 더 좋습니다.
717,2,우족이 충분히 잠길 정도의 찬물을 넣고 센 불에서 대략 20-30분 정도 삶은 후.. 물을 버려 주세요~ 처음에 나오는 것은 불순물이라~ 버리셔야 합니다.
717,3,다시 찬물을 우족 양의 10배 정도 넣고 처음에는 센 불에서~ 끓기 시작하면 중약 불로 줄여 10시간 정도 푹~~~ 고와주세요. 아무래도 장시간 불을 켜 놔야 하니~ 외출은 삼가해 주세요.. 사실 외출을 못 한다는 것이 가장 힘든 일인 것 같습니다.
717,4,차가운 곳에 두어 기름기를 굳힌 후 기름기를 걷어 주세요. 예전에는 늘 사골과 양지머리를 함께 끓인 후 차게 굳히면 하얀 기름이 생겨 걷어 내곤 했었는데 이번에는 일단 우족만 끓였더니..기름이 안 생기고 쫀득한 덩어리만 생겼더라고요. 통상은 2번 정도까지 우리는데.. 전 두번째 우리는 국물에 양지머리를 넣어 첫 번째 우린 국물과 섞어 주었습니다.
717,5,양지머리는 대략 30분 정도 찬물에 담가 핏물을 빼 주었습니다.
717,6,핏물을 뺀 양지머리를 넣고~ 1시간 이상 끓인 후~
717,7,고기는 건져 결대로 찢거나 칼로 썰어 주세요. 대파는 송송 썰어 주세요.
717,8,우족을 우리고 나면.. 뼈 가운데 구멍이 슝슝~ 뚫인 것을 확인하실 수 있습니다. 그럼.. 아주 잘 우린 것입니다.
717,9,끓인 설렁탕에 고기와 대파를 넣고 대접하면.. 추운 겨울~ 이만한 보양식 없는 것 같습니다. 물론.. 만드는 과정은 어렵지 않으나.. 집에서 지켜봐야 하기 때문에... 외출 계획이 없는 날 끓여야 한다는 불편함이 있지만... 설렁탕(우족탕) 만큼은 시판 제품과 맛이 차이가 있어서.. 엄마표 느낌을 살려.. 집에서 끓여 보세요. 전 소분해서 냉동실에 얼려 필요할 때마다 조금씩 꺼내 먹는데.. 반찬 없는 날 ~ 이만한 메뉴 없습니다.
718,1,소주를 희석시킨물에 소사골을 담궈놓습니다
718,2,사태도 적당한 크기로 잘라 물에 담궈 핏물을 뺍니다
718,3,사골을 넣고 한소끔 끓입니다
718,4,한소끔 끓인 사골은 찬물에 헹궈 놓습니다
718,5,냄비에 쌀뜨물을 붓고 끓입니다
718,6,다시망 두개를 만듭니다
718,7,물이 끓으면 다시망을 넣고 사골을 넣어 푹 고아냅니다
718,8,사태도 기호에 맞게 삶아 냅니다
718,9,삶아낸 사태는 식이후 썰어줍니다
718,10,뚝배기에 불린당면 육수 사태를 넣고 끓입니다
718,11,파를 넣고 식탁에 냅니다
719,1,한우사골을 물에 담가 핏물을 뺍니다.
719,2,한우사태도 물에 담가 핏물을 뺍니다.
719,3,냄비에 물이 끓으면 사골을 넣고 한소끔 끓입니다.
719,4,찬물에 한우사골을 깨끗히 씻습니다.
719,5,냄비에 쌀뜨물을 넣고 끓입니다.
719,6,파뿌리다시망을 넣고 끓입니다.
719,7,한우사골을 넣고 끓입니다.
719,8,다른냄비에 쌀뜨물을 끓여 파뿌리다시망과 한우사태를 넣고 익힙니다 . 사태가 익으면 편으로 썰어놓습니다.
719,9,한우사골은 푹 고아 진국을 만듭니다.
719,10,뚝배기에 쌀국수를 넣습니다.
719,11,한우고기와 육수를 넣고 끓입니다.
719,12,쌀국수가 익으면 팽이버섯 파를 넣고 한소끔 끓인후 불을 끕니다.
719,13,식탁에 냅니다.
720,1,명태의 알은 소금물에 깨끗이 씻어 준비합니다~
720,2,"고추장 1/2큰술, 고추가루 2큰술, 국간장 1큰술, 다진마늘 1큰술에 후추가루와 생강가루 또는 생강즙을 살짝 넣고 잘 섞어  양념장을 만들어주세요~"
720,3,다시멸치와 다시마를 넣은 다시팩을 찬물에 넣고 끓여 멸치육수를 만들어주세요~
720,4,멸치육수가 충분히 우러나면 다시팩을 건져내시고 납작썰기 한 무를 넣어 끓여줍니다~
